0x0000022CA958A9F0, 38037215314948040, 1578604163, 1578604253, 90, 1920x1080 
0x0000022CA958A9F0, 38037215320301376, 1578604724, 1578604741, 17, 1920x1080 
0x0000022CA958A9F0, 38037215325666144, 1578605229, 1578605246, 17, 1920x1080 
0x0000022CA958A9F0, 38037215368440536, 1578609497, 1578609515, 18, 1920x1080 
0x0000022CA958A9F0, 38037215373785808, 1578610022, 1578610039, 17, 1920x1080 
0x0000022CA958A9F0, 38037215427260992, 1578615370, 1578615387, 17, 1920x1080 
0x0000022CA958A9F0, 38037215432606168, 1578615914, 1578615933, 19, 1920x1080 
0x0000022CA958A9F0, 38037215437948576, 1578616447, 1578616466, 19, 1920x1080 
0x0000022CA958A9F0, 38037215443287456, 1578616973, 1578616990, 17, 1920x1080 
0x0000022CA958A9F0, 38037215448636488, 1578617506, 1578617523, 17, 1920x1080 
0x0000022CA958A9F0, 38037215480737048, 1578620726, 1578620745, 19, 1920x1080 
0x0000022CA958A9F0, 38037215486085472, 1578621252, 1578621268, 16, 1920x1080 
0x0000022CA958A9F0, 38037215491427872, 1578621795, 1578621811, 16, 1920x1080 
0x0000022CA958A9F0, 38037215496777464, 1578622318, 1578622335, 17, 1920x1080 
0x0000022CA958A9F0, 38037215502120088, 1578622861, 1578622879, 18, 1920x1080 
0x0000022CA958A9F0, 38037215507464768, 1578623387, 1578623403, 16, 1920x1080 
0x0000022CA958A9F0, 38037215512817328, 1578623929, 1578623947, 18, 1920x1080 
0x0000022CA958A9F0, 38037215518167408, 1578624457, 1578624474, 17, 1920x1080 
0x0000022CA958A9F0, 38037215523511488, 1578625003, 1578625021, 18, 1920x1080 
0x0000022CA958A9F0, 38037215528860512, 1578625536, 1578625553, 17, 1920x1080 
0x0000022CA958A9F0, 38037215534200880, 1578626070, 1578626087, 17, 1920x1080 
0x0000022CA958A9F0, 38037215539558120, 1578626600, 1578626616, 16, 1920x1080 
0x0000022CA958A9F0, 38037215544907744, 1578627133, 1578627150, 17, 1920x1080 
0x0000022CA958A9F0, 38037215550252624, 1578627675, 1578627692, 17, 1920x1080 
0x0000022CA958A9F0, 38037215555603728, 1578628210, 1578628228, 18, 1920x1080 
0x0000022CA958A9F0, 38037215560954128, 1578628746, 1578628764, 18, 1920x1080 
0x0000022CA958A9F0, 38037215566303992, 1578629268, 1578629285, 17, 1920x1080 
0x0000022CA958A9F0, 38037215571649992, 1578629806, 1578629823, 17, 1920x1080 
0x0000022CA958A9F0, 38037215576996280, 1578630343, 1578630359, 16, 1920x1080 
0x0000022CA958A9F0, 38037215582350256, 1578630886, 1578630906, 20, 1920x1080 
0x0000022CA958A9F0, 38037215587690440, 1578631421, 1578631439, 18, 1920x1080 
0x0000022CA958A9F0, 38037215593042552, 1578631956, 1578631974, 18, 1920x1080 
0x0000022CA958A9F0, 38037215598392664, 1578632489, 1578632507, 18, 1920x1080 
0x0000022CA958A9F0, 38037215603746912, 1578633025, 1578633044, 19, 1920x1080 
0x0000022CA958A9F0, 38037215609090304, 1578633549, 1578633565, 16, 1920x1080 
0x0000022CA958A9F0, 38037215614441944, 1578634094, 1578634111, 17, 1920x1080 
0x0000022CA958A9F0, 38037215619788616, 1578634625, 1578634642, 17, 1920x1080 
0x0000022CA958A9F0, 38037215625141696, 1578635164, 1578635182, 18, 1920x1080 
0x0000022CA958A9F0, 38037215630488480, 1578635693, 1578635710, 17, 1920x1080 
0x0000022CA958A9F0, 38037215641186936, 1578636764, 1578636781, 17, 1920x1080 
0x0000022CA958A9F0, 38037215657227608, 1578638372, 1578638390, 18, 1920x1080 
0x0000022CA958A9F0, 38037215662572784, 1578638901, 1578638918, 17, 1920x1080 
0x0000022CA958A9F0, 38037215673276096, 1578639976, 1578639993, 17, 1920x1080 
0x0000022CA958A9F0, 38037215678625080, 1578640512, 1578640529, 17, 1920x1080 
0x0000022CA958A9F0, 38037215689315808, 1578641580, 1578641598, 18, 1920x1080 
0x0000022CA958A9F0, 38037215694655472, 1578642115, 1578642134, 19, 1920x1080 
0x0000022CA958A9F0, 38037215700001520, 1578642645, 1578642661, 16, 1920x1080 
0x0000022CA958A9F0, 38037215705350864, 1578643187, 1578643206, 19, 1920x1080 
0x0000022CA958A9F0, 38037215710696672, 1578643720, 1578643738, 18, 1920x1080 
0x0000022CA958A9F0, 38037215716040736, 1578644257, 1578644274, 17, 1920x1080 
0x0000022CA958A9F0, 38037215721389520, 1578644783, 1578644802, 19, 1920x1080 
